Date,PE,PB,DivYield
2022-03-25,24.74,3.86,1.15
2022-03-28,29.68,2.16,1.44
2022-03-29,31.45,4.77,0.9
2022-03-30,28.44,3.58,1.49
2022-03-31,31.44,3.58,0.81
2022-04-01,24.77,3.25,0.86
2022-04-04,28.01,4.81,1.57
2022-04-05,29.72,3.0,0.84
2022-04-06,29.76,2.41,1.44
2022-04-07,25.97,2.94,1.42
2022-04-08,28.43,2.51,0.58
2022-04-11,32.95,2.21,1.5
2022-04-12,32.6,2.95,1.23
2022-04-13,26.52,2.65,0.8
2022-04-14,31.31,2.85,0.73
2022-04-15,23.71,3.62,0.83
2022-04-18,25.33,2.74,0.9
2022-04-19,30.03,2.73,1.16
2022-04-20,26.96,2.75,1.33
2022-04-21,30.05,3.43,1.46
2022-04-22,29.33,2.95,1.47
2022-04-25,20.58,2.76,1.6
2022-04-26,27.49,3.85,1.25
2022-04-27,27.49,3.09,1.25
2022-04-28,23.48,3.29,1.69
2022-04-29,26.61,3.47,1.75
2022-05-02,33.8,3.29,0.97
2022-05-03,24.31,4.11,1.16
2022-05-04,25.06,3.71,1.33
2022-05-05,26.44,3.41,0.84
2022-05-06,29.29,2.26,1.12
2022-05-09,27.68,2.07,0.71
2022-05-10,37.13,3.72,1.47
2022-05-11,25.85,4.03,1.35
2022-05-12,37.0,3.02,1.11
2022-05-13,28.18,3.48,0.83
2022-05-16,31.88,3.87,0.83
2022-05-17,27.54,4.35,0.71
2022-05-18,24.07,2.61,0.84
2022-05-19,33.37,2.71,0.68
2022-05-20,27.12,2.07,1.43
2022-05-23,33.55,3.42,1.49
2022-05-24,24.68,4.31,1.06
2022-05-25,29.89,2.93,1.62
2022-05-26,25.23,2.94,0.98
2022-05-27,32.11,2.51,1.66
2022-05-30,39.26,3.15,0.83
2022-05-31,24.77,2.97,0.73
2022-06-01,26.5,3.43,0.91
2022-06-02,28.31,2.51,0.93
2022-06-03,35.13,4.02,0.87
2022-06-06,28.86,2.36,1.03
2022-06-07,34.34,3.95,1.16
2022-06-08,21.7,3.54,1.42
2022-06-09,32.09,2.12,0.89
2022-06-10,27.05,4.33,1.28
2022-06-13,28.57,3.26,0.8
2022-06-14,22.53,3.35,1.36
2022-06-15,33.0,3.58,1.3
2022-06-16,23.33,3.09,1.15
2022-06-17,29.12,3.89,0.79
2022-06-20,32.73,2.72,1.58
2022-06-21,24.72,3.21,1.5
2022-06-22,24.81,2.52,1.73
2022-06-23,23.19,3.96,1.52
2022-06-24,29.82,3.73,1.38
2022-06-27,25.32,3.46,1.01
2022-06-28,25.91,2.5,1.48
2022-06-29,25.75,3.72,1.83
2022-06-30,21.76,3.04,1.27
2022-07-01,35.61,2.3,1.24
2022-07-04,23.96,3.45,1.28
2022-07-05,29.12,3.8,1.38
2022-07-06,28.17,3.05,1.86
2022-07-07,34.09,2.94,1.42
2022-07-08,26.86,3.8,1.41
2022-07-11,27.3,2.24,1.14
2022-07-12,27.29,3.8,1.79
2022-07-13,33.06,2.83,0.48
2022-07-14,27.61,3.26,1.44
2022-07-15,29.22,2.37,1.31
2022-07-18,33.78,3.49,1.32
2022-07-19,29.42,3.84,0.7
2022-07-20,27.81,2.62,1.1
2022-07-21,28.83,3.99,1.07
2022-07-22,27.39,3.04,0.95
2022-07-25,28.32,2.39,0.88
2022-07-26,34.47,3.92,1.25
2022-07-27,32.09,3.1,1.21
2022-07-28,24.61,2.8,1.39
2022-07-29,28.38,3.0,1.53
2022-08-01,28.77,1.84,1.4
2022-08-02,25.63,3.15,1.06
2022-08-03,28.52,2.53,1.25
2022-08-04,28.06,2.64,0.81
2022-08-05,29.61,2.34,1.4
2022-08-08,25.65,2.78,1.11
2022-08-09,35.03,3.45,0.85
2022-08-10,26.43,3.62,0.64
2022-08-11,25.61,3.03,1.07
2022-08-12,25.17,4.14,1.08
2022-08-15,33.48,2.58,1.54
2022-08-16,23.7,3.09,1.19
2022-08-17,31.49,1.97,1.08
2022-08-18,26.15,3.15,0.97
2022-08-19,19.65,3.42,0.95
2022-08-22,30.67,3.07,1.28
2022-08-23,35.39,3.15,1.41
2022-08-24,32.09,2.76,1.13
2022-08-25,23.82,2.89,1.46
2022-08-26,34.97,2.4,1.87
2022-08-29,25.32,2.71,0.85
2022-08-30,33.28,3.02,1.24
2022-08-31,26.41,3.04,0.91
2022-09-01,26.6,3.42,1.31
2022-09-02,28.99,3.47,0.96
2022-09-05,29.03,3.71,1.3
2022-09-06,29.47,3.2,0.84
2022-09-07,23.09,2.54,1.16
2022-09-08,18.57,2.97,1.33
2022-09-09,21.07,2.49,0.81
2022-09-12,16.14,3.66,1.23
2022-09-13,23.79,2.4,1.62
2022-09-14,26.75,2.76,1.4
2022-09-15,31.12,3.05,1.03
2022-09-16,27.91,3.48,0.83
2022-09-19,30.02,2.62,1.39
2022-09-20,23.41,3.05,0.62
2022-09-21,35.48,3.8,1.17
2022-09-22,19.35,3.68,1.48
2022-09-23,34.05,2.86,0.85
2022-09-26,30.37,3.78,1.75
2022-09-27,28.82,2.29,1.2
2022-09-28,28.35,2.47,0.93
2022-09-29,38.97,3.12,0.88
2022-09-30,32.52,2.47,0.76
2022-10-03,29.24,1.91,1.4
2022-10-04,25.05,3.92,0.84
2022-10-05,25.49,3.16,1.65
2022-10-06,25.34,3.71,1.01
2022-10-07,27.04,3.14,1.09
2022-10-10,25.13,3.0,0.82
2022-10-11,21.49,3.77,1.8
2022-10-12,26.75,4.04,1.38
2022-10-13,38.22,3.29,0.86
2022-10-14,30.05,3.01,1.3
2022-10-17,28.48,3.99,1.19
2022-10-18,26.97,3.02,0.97
2022-10-19,33.48,3.18,1.54
2022-10-20,26.94,3.1,1.42
2022-10-21,26.91,2.81,1.07
2022-10-24,26.94,3.27,0.88
2022-10-25,34.13,3.73,1.47
2022-10-26,33.38,3.82,1.3
2022-10-27,27.99,4.02,1.22
2022-10-28,30.61,3.29,0.81
2022-10-31,20.97,3.36,1.25
2022-11-01,19.83,3.31,1.21
2022-11-02,29.44,5.0,1.05
2022-11-03,30.54,1.7,1.29
2022-11-04,31.58,2.05,1.13
2022-11-07,35.41,3.01,0.84
2022-11-08,26.87,2.32,0.65
2022-11-09,29.62,4.28,1.64
2022-11-10,27.08,2.81,1.3
2022-11-11,30.69,3.93,0.9
2022-11-14,31.21,3.05,0.83
2022-11-15,28.14,4.03,0.76
2022-11-16,21.5,3.39,1.32
2022-11-17,30.07,3.43,1.18
2022-11-18,34.24,3.5,1.18
2022-11-21,28.81,2.74,1.71
2022-11-22,20.83,2.64,1.46
2022-11-23,32.77,2.21,1.07
2022-11-24,32.32,3.23,1.14
2022-11-25,30.2,3.56,1.69
2022-11-28,25.79,3.33,1.03
2022-11-29,21.7,3.04,0.9
2022-11-30,34.25,2.51,1.56
2022-12-01,22.52,4.26,1.24
2022-12-02,29.87,3.37,1.01
2022-12-05,35.44,2.95,1.07
2022-12-06,35.76,3.71,0.91
2022-12-07,25.65,2.91,1.5
2022-12-08,34.55,2.49,0.87
2022-12-09,29.14,3.88,1.36
2022-12-12,28.45,3.1,1.41
2022-12-13,25.49,2.34,0.69
2022-12-14,29.35,3.39,1.11
2022-12-15,33.02,2.76,1.31
2022-12-16,31.81,3.62,1.29
2022-12-19,32.36,4.46,0.99
2022-12-20,25.03,2.71,1.07
2022-12-21,29.4,3.32,1.2
2022-12-22,19.99,3.26,1.09
2022-12-23,23.71,3.15,1.63
2022-12-26,29.34,2.09,1.36
2022-12-27,25.69,3.56,1.81
2022-12-28,32.49,2.29,1.5
2022-12-29,31.21,3.03,1.27
2022-12-30,33.65,3.11,1.09
2023-01-02,32.35,3.94,1.59
2023-01-03,30.73,4.09,1.47
2023-01-04,32.48,2.95,1.38
2023-01-05,32.28,1.53,1.86
2023-01-06,32.48,3.52,0.78
2023-01-09,35.95,3.47,1.19
2023-01-10,28.3,3.86,0.98
2023-01-11,34.35,2.84,1.61
2023-01-12,23.07,3.56,0.85
2023-01-13,31.68,3.15,1.14
2023-01-16,34.28,3.01,1.05
2023-01-17,27.03,3.81,1.09
2023-01-18,36.92,3.52,1.85
2023-01-19,19.46,4.07,1.66
2023-01-20,32.09,3.47,1.33
2023-01-23,21.09,3.07,1.29
2023-01-24,31.62,3.13,1.34
2023-01-25,27.13,3.73,0.66
2023-01-26,26.24,3.27,1.39
2023-01-27,23.76,2.65,1.41
2023-01-30,22.97,3.76,0.93
2023-01-31,29.04,2.68,0.98
2023-02-01,27.83,3.52,1.09
2023-02-02,31.05,3.67,1.2
2023-02-03,25.38,3.16,0.99
2023-02-06,24.64,2.86,1.34
2023-02-07,28.85,4.08,0.96
2023-02-08,34.15,2.43,1.12
2023-02-09,23.93,4.53,1.12
2023-02-10,25.55,3.22,1.28
2023-02-13,23.61,3.96,1.54
2023-02-14,31.86,3.87,1.23
2023-02-15,27.64,3.14,1.39
2023-02-16,21.08,2.59,1.73
2023-02-17,38.12,2.62,1.31
2023-02-20,24.32,3.33,1.67
2023-02-21,36.21,3.18,1.89
2023-02-22,24.42,3.3,1.6
2023-02-23,25.24,3.09,0.85
2023-02-24,33.47,2.46,0.83
2023-02-27,23.75,3.17,1.49
2023-02-28,32.87,4.05,1.39
2023-03-01,22.19,3.42,0.95
2023-03-02,30.37,3.41,1.23
2023-03-03,27.19,2.76,1.3
2023-03-06,29.09,2.9,0.91
2023-03-07,27.12,3.14,0.91
2023-03-08,22.18,4.17,0.99
2023-03-09,32.24,3.4,1.22
2023-03-10,24.8,3.44,1.8
2023-03-13,28.41,3.0,1.22
2023-03-14,25.9,2.3,1.16
2023-03-15,29.93,4.07,0.91
2023-03-16,29.94,3.1,1.25
2023-03-17,31.53,3.9,1.6
2023-03-20,30.58,3.09,1.12
2023-03-21,40.57,2.67,1.09
2023-03-22,27.84,2.86,0.96
2023-03-23,29.93,4.31,1.33
2023-03-24,22.23,2.99,1.45
2023-03-27,24.01,3.11,1.41
2023-03-28,31.24,2.86,0.75
2023-03-29,22.23,3.53,1.58
2023-03-30,30.83,3.08,0.76
2023-03-31,32.08,3.43,1.47
2023-04-03,22.58,3.72,1.57
2023-04-04,25.62,3.73,1.8
2023-04-05,33.86,4.09,1.5
2023-04-06,22.88,2.96,1.11
2023-04-07,27.71,2.86,1.13
2023-04-10,30.57,2.52,0.54
2023-04-11,34.84,3.46,0.82
2023-04-12,27.83,2.66,1.53
2023-04-13,27.71,3.17,1.25
2023-04-14,27.44,4.1,1.07
2023-04-17,30.11,2.84,0.93
2023-04-18,34.04,2.68,0.62
2023-04-19,28.53,2.47,1.31
2023-04-20,25.53,3.72,1.54
2023-04-21,33.41,2.07,1.14
2023-04-24,29.7,4.5,1.25
2023-04-25,28.2,3.25,1.0
2023-04-26,30.48,2.96,1.14
2023-04-27,22.12,3.51,1.82
2023-04-28,25.63,3.19,2.06
2023-05-01,25.92,3.41,0.87
2023-05-02,31.6,3.2,1.09
2023-05-03,24.75,2.75,1.3
2023-05-04,33.42,2.25,1.36
2023-05-05,34.95,2.56,0.81
2023-05-08,27.62,3.39,1.74
2023-05-09,37.23,2.88,1.39
2023-05-10,30.26,3.09,1.38
2023-05-11,22.43,3.69,1.23
2023-05-12,30.79,3.68,0.81
2023-05-15,33.49,3.96,1.29
2023-05-16,39.38,3.11,1.21
2023-05-17,34.45,3.56,0.87
2023-05-18,22.6,3.85,0.85
2023-05-19,21.19,3.9,1.29
2023-05-22,20.33,3.84,1.32
2023-05-23,28.48,2.59,1.36
2023-05-24,32.34,4.7,0.97
2023-05-25,25.94,3.23,1.45
2023-05-26,23.24,2.68,1.04
2023-05-29,29.32,4.64,1.53
2023-05-30,30.48,2.71,1.17
2023-05-31,22.99,3.29,0.78
2023-06-01,29.24,3.23,1.25
2023-06-02,30.9,3.45,1.51
2023-06-05,26.05,3.86,1.8
2023-06-06,37.52,3.37,1.41
2023-06-07,26.98,2.63,1.44
2023-06-08,25.18,3.61,1.24
2023-06-09,30.04,4.04,0.9
2023-06-12,28.53,3.33,1.52
2023-06-13,23.3,2.13,1.43
2023-06-14,22.14,3.41,1.03
2023-06-15,21.17,2.59,1.29
2023-06-16,30.51,2.07,1.32
2023-06-19,29.66,2.95,0.74
2023-06-20,26.83,3.24,0.7
2023-06-21,27.03,3.02,1.55
2023-06-22,29.26,3.08,1.16
2023-06-23,30.3,3.93,1.31
2023-06-26,33.81,3.61,0.51
2023-06-27,23.98,2.48,0.73
2023-06-28,36.5,3.83,0.91
2023-06-29,30.6,3.53,1.39
2023-06-30,37.8,2.33,1.22
2023-07-03,23.07,4.22,0.67
2023-07-04,21.6,3.58,1.68
2023-07-05,21.07,3.52,1.5
2023-07-06,30.99,3.07,1.71
2023-07-07,28.58,3.69,1.55
2023-07-10,29.75,4.6,0.89
2023-07-11,22.78,3.45,1.61
2023-07-12,29.37,3.74,0.47
2023-07-13,32.47,2.83,0.77
2023-07-14,29.33,4.14,1.32
2023-07-17,12.1,2.05,1.49
2023-07-18,28.08,2.96,0.9
2023-07-19,24.12,3.78,1.0
2023-07-20,33.04,2.86,1.35
2023-07-21,28.09,2.43,1.42
2023-07-24,24.29,2.41,1.16
2023-07-25,21.08,2.94,1.31
2023-07-26,27.91,2.86,1.4
2023-07-27,30.9,3.66,0.76
2023-07-28,25.33,2.76,1.2
2023-07-31,26.12,3.14,0.72
2023-08-01,28.69,3.5,1.32
2023-08-02,34.39,3.46,1.1
2023-08-03,36.8,3.8,0.75
2023-08-04,35.75,3.02,0.74
2023-08-07,26.9,3.24,1.14
2023-08-08,33.27,3.0,1.39
2023-08-09,29.75,2.59,0.83
2023-08-10,21.31,3.37,1.25
2023-08-11,32.74,3.0,0.94
2023-08-14,37.5,3.48,0.7
2023-08-15,24.04,2.72,1.3
2023-08-16,30.65,3.13,1.63
2023-08-17,26.8,1.95,1.52
2023-08-18,25.35,2.5,1.24
2023-08-21,33.23,3.1,1.68
2023-08-22,27.8,3.53,0.91
2023-08-23,24.31,3.04,1.34
2023-08-24,23.73,4.32,1.66
2023-08-25,27.53,4.09,1.47
2023-08-28,27.74,2.32,1.51
2023-08-29,20.21,3.53,1.05
2023-08-30,30.52,1.62,1.57
2023-08-31,30.61,2.42,0.45
2023-09-01,27.95,4.11,1.2
2023-09-04,36.98,2.43,1.46
2023-09-05,27.65,3.44,1.04
2023-09-06,21.49,2.8,1.07
2023-09-07,26.94,3.04,1.34
2023-09-08,22.56,2.54,0.96
2023-09-11,20.18,2.58,1.12
2023-09-12,27.37,3.38,1.4
2023-09-13,22.16,3.03,1.31
2023-09-14,34.26,3.27,1.25
2023-09-15,31.59,3.01,1.4
2023-09-18,27.87,3.34,1.25
2023-09-19,27.99,3.36,1.2
2023-09-20,21.4,2.56,1.37
2023-09-21,22.31,2.78,1.23
2023-09-22,21.56,3.14,0.96
2023-09-25,27.55,4.56,1.72
2023-09-26,19.55,4.18,1.59
2023-09-27,28.72,3.81,0.99
2023-09-28,27.61,3.28,0.76
2023-09-29,25.78,3.31,1.15
2023-10-02,21.0,2.31,1.1
2023-10-03,29.82,3.05,1.29
2023-10-04,26.96,3.15,1.42
2023-10-05,31.25,3.75,0.97
2023-10-06,27.02,3.42,1.13
2023-10-09,28.54,2.93,1.52
2023-10-10,24.57,3.1,1.65
2023-10-11,26.54,3.31,1.25
2023-10-12,36.17,2.92,1.42
2023-10-13,21.55,2.84,1.21
2023-10-16,29.01,3.96,1.29
2023-10-17,29.5,3.46,1.14
2023-10-18,38.79,2.75,1.67
2023-10-19,22.62,3.06,1.27
2023-10-20,23.22,3.21,1.42
2023-10-23,24.19,3.57,1.03
2023-10-24,31.81,3.5,1.13
2023-10-25,25.21,3.25,0.82
2023-10-26,29.17,3.74,1.24
2023-10-27,29.74,2.71,1.02
2023-10-30,26.85,3.23,0.87
2023-10-31,24.22,3.58,1.35
2023-11-01,38.01,3.72,0.84
2023-11-02,29.8,2.68,0.98
2023-11-03,26.29,3.69,0.59
2023-11-06,37.3,2.91,1.26
2023-11-07,35.35,2.99,1.67
2023-11-08,32.73,4.07,1.12
2023-11-09,30.76,3.52,1.95
2023-11-10,26.69,2.9,1.38
2023-11-13,26.12,3.18,1.29
2023-11-14,34.8,3.66,1.58
2023-11-15,28.92,2.62,0.63
2023-11-16,22.7,3.41,1.55
2023-11-17,25.34,3.43,1.81
2023-11-20,29.18,3.24,1.58
2023-11-21,37.55,3.26,0.94
2023-11-22,28.32,2.22,1.41
2023-11-23,24.76,3.09,0.71
2023-11-24,33.34,3.19,0.8
2023-11-27,29.42,3.27,1.15
2023-11-28,26.7,3.81,1.23
2023-11-29,28.35,2.82,1.48
2023-11-30,28.24,3.29,1.51
2023-12-01,23.12,3.24,0.93
2023-12-04,23.06,2.86,1.26
2023-12-05,27.15,1.5,1.41
2023-12-06,29.93,3.44,1.27
2023-12-07,33.72,3.24,0.83
2023-12-08,24.88,2.53,1.19
2023-12-11,29.49,2.01,1.36
2023-12-12,32.99,4.22,0.81
2023-12-13,18.07,3.73,0.9
2023-12-14,21.34,2.89,1.1
2023-12-15,23.57,3.42,1.11
2023-12-18,26.24,3.51,1.43
2023-12-19,26.44,2.23,1.12
2023-12-20,25.15,3.77,2.01
2023-12-21,25.38,3.83,1.53
2023-12-22,34.17,3.24,1.52
2023-12-25,29.79,3.79,1.24
2023-12-26,25.27,3.33,1.32
2023-12-27,27.48,3.43,0.72
2023-12-28,20.56,2.85,1.46
2023-12-29,22.11,2.94,1.89
2024-01-01,26.78,3.05,1.43
2024-01-02,25.14,1.88,1.3
2024-01-03,29.44,2.74,0.96
2024-01-04,23.07,2.98,1.42
2024-01-05,25.69,3.6,1.23
2024-01-08,33.6,2.9,1.13
2024-01-09,31.41,3.1,1.46
2024-01-10,24.54,3.22,1.63
2024-01-11,28.38,3.98,1.13
2024-01-12,29.11,2.87,1.66
2024-01-15,28.56,3.24,0.82
2024-01-16,30.85,2.52,1.88
2024-01-17,26.02,3.07,1.04
2024-01-18,35.79,3.49,1.49
2024-01-19,24.04,3.38,0.96
2024-01-22,27.03,3.77,1.58
2024-01-23,21.82,3.07,1.35
2024-01-24,27.22,3.42,0.73
2024-01-25,35.43,3.99,1.2
2024-01-26,30.32,3.39,1.77
2024-01-29,25.26,3.44,1.07
2024-01-30,27.55,3.18,1.0
2024-01-31,20.49,2.0,1.33
2024-02-01,26.22,3.22,1.23
2024-02-02,32.16,3.25,1.08
2024-02-05,19.33,3.27,1.65
2024-02-06,24.5,3.82,1.15
2024-02-07,28.96,2.52,0.78
2024-02-08,34.55,3.03,0.9
2024-02-09,37.4,4.39,1.19
2024-02-12,27.83,3.47,0.75
2024-02-13,29.4,3.13,0.42
2024-02-14,33.4,3.54,0.95
2024-02-15,25.88,4.25,1.38
2024-02-16,22.34,3.13,1.15
2024-02-19,26.36,3.44,0.65
2024-02-20,25.85,2.25,1.62
2024-02-21,30.46,3.74,1.57
2024-02-22,30.39,2.95,1.5
2024-02-23,20.91,4.54,0.7
2024-02-26,28.45,2.95,1.13
2024-02-27,24.76,4.03,1.45
2024-02-28,42.49,3.04,1.03
2024-02-29,31.11,3.11,1.23
2024-03-01,25.78,3.64,1.56
2024-03-04,19.01,2.79,1.8
2024-03-05,24.26,4.37,1.6
2024-03-06,28.26,2.6,0.8
2024-03-07,22.12,3.76,1.19
2024-03-08,31.57,2.28,1.6
2024-03-11,27.88,3.91,1.42
2024-03-12,28.31,2.91,1.58
2024-03-13,29.05,3.41,1.18
2024-03-14,23.57,2.72,0.52
2024-03-15,26.19,2.97,1.17
2024-03-18,21.26,3.4,1.21
2024-03-19,35.81,1.99,1.65
2024-03-20,33.12,4.54,1.43
2024-03-21,35.94,3.78,1.11
2024-03-22,30.97,3.46,1.38
2024-03-25,29.38,2.55,0.73
2024-03-26,25.96,3.29,1.58
2024-03-27,28.07,2.88,1.39
2024-03-28,27.66,3.23,1.27
2024-03-29,37.57,3.2,1.25
2024-04-01,26.29,2.73,1.25
2024-04-02,33.92,4.0,1.07
2024-04-03,25.72,2.8,1.03
2024-04-04,24.73,3.51,0.48
2024-04-05,29.32,3.36,1.01
2024-04-08,23.48,2.61,1.35
2024-04-09,29.94,2.68,0.99
2024-04-10,20.67,2.11,0.72
2024-04-11,31.71,3.16,1.04
2024-04-12,24.25,4.11,1.14
2024-04-15,28.88,3.59,1.46
2024-04-16,35.14,4.11,0.75
2024-04-17,27.16,2.88,1.43
2024-04-18,29.09,3.46,1.24
2024-04-19,34.83,3.61,1.17
2024-04-22,23.45,3.81,0.92
2024-04-23,33.26,2.31,1.33
2024-04-24,26.83,3.94,1.0
2024-04-25,25.59,3.94,2.23
2024-04-26,23.84,3.63,1.17
2024-04-29,26.75,3.9,1.13
2024-04-30,25.46,3.49,1.37
2024-05-01,34.21,3.78,1.13
2024-05-02,21.01,2.77,0.97
2024-05-03,24.19,2.75,0.98
2024-05-06,29.03,1.58,1.48
2024-05-07,29.6,3.71,1.16
2024-05-08,23.62,3.95,0.92
2024-05-09,28.05,2.73,1.31
2024-05-10,23.29,3.73,1.24
2024-05-13,23.63,3.01,1.16
2024-05-14,31.3,4.3,1.49
2024-05-15,33.05,4.16,1.0
2024-05-16,23.1,3.49,1.43
2024-05-17,24.49,2.95,1.16
2024-05-20,29.65,3.48,1.18
2024-05-21,33.67,2.43,1.52
2024-05-22,25.23,2.84,1.18
2024-05-23,25.17,3.37,1.22
2024-05-24,26.73,3.26,1.12
2024-05-27,25.79,3.94,1.28
2024-05-28,30.72,3.02,1.38
2024-05-29,31.42,4.25,1.35
2024-05-30,27.9,3.73,0.99
2024-05-31,33.14,2.81,1.35
2024-06-03,33.22,2.52,1.29
2024-06-04,24.95,2.93,0.87
2024-06-05,26.42,3.39,0.62
2024-06-06,22.7,3.07,1.1
2024-06-07,26.61,3.66,1.02
2024-06-10,25.2,2.93,1.56
2024-06-11,33.64,3.53,1.05
2024-06-12,33.51,3.33,1.97
2024-06-13,23.24,2.4,1.21
2024-06-14,31.66,2.29,1.23
2024-06-17,38.73,4.46,1.11
2024-06-18,22.92,3.27,1.18
2024-06-19,22.74,3.58,1.17
2024-06-20,30.31,2.67,0.9
2024-06-21,25.68,2.18,0.58
2024-06-24,23.57,3.42,0.75
2024-06-25,23.7,2.94,0.9
2024-06-26,28.77,4.06,1.31
2024-06-27,31.91,4.0,0.81
2024-06-28,25.91,3.1,1.77
2024-07-01,23.57,2.39,1.32
2024-07-02,34.77,3.85,0.61
2024-07-03,27.66,3.46,1.29
2024-07-04,25.68,3.36,1.18
2024-07-05,28.28,2.47,1.34
2024-07-08,28.13,2.04,1.24
2024-07-09,37.87,2.17,0.65
2024-07-10,28.48,3.29,1.36
2024-07-11,29.95,2.95,0.49
