Date,PE,PB,DivYield
2022-01-26,21.31,3.43,1.3
2022-01-27,28.15,3.25,0.92
2022-01-28,31.52,3.2,1.25
2022-01-31,27.77,4.42,1.38
2022-02-01,21.64,3.36,1.59
2022-02-02,26.49,3.3,0.9
2022-02-03,24.15,3.82,0.85
2022-02-04,30.29,3.91,0.92
2022-02-07,19.55,3.18,1.09
2022-02-08,24.56,3.34,0.8
2022-02-09,26.76,3.75,1.54
2022-02-10,23.8,4.32,0.5
2022-02-11,14.15,2.53,1.87
2022-02-14,16.53,1.55,1.87
2022-02-15,36.35,1.5,1.43
2022-02-16,28.33,3.68,1.33
2022-02-17,22.42,3.75,1.36
2022-02-18,26.7,2.84,1.92
2022-02-21,17.21,2.82,1.33
2022-02-22,21.27,3.88,0.88
2022-02-23,18.49,3.45,1.19
2022-02-24,12.0,2.83,1.09
2022-02-25,28.77,2.9,1.38
2022-02-28,20.4,3.62,1.36
2022-03-01,15.56,2.43,0.79
2022-03-02,13.5,2.22,1.46
2022-03-03,20.77,2.65,1.08
2022-03-04,13.8,2.75,1.15
2022-03-07,27.16,3.17,1.39
2022-03-08,24.47,4.21,1.38
2022-03-09,26.9,3.53,0.9
2022-03-10,27.93,3.72,1.4
2022-03-11,22.6,3.43,1.57
2022-03-14,21.71,3.93,1.43
2022-03-15,31.33,3.08,0.93
2022-03-16,23.91,2.62,1.74
2022-03-17,20.0,3.56,0.95
2022-03-18,22.68,4.03,1.01
2022-03-21,19.42,2.59,1.12
2022-03-22,13.35,4.48,0.96
2022-03-23,28.95,2.97,0.97
2022-03-24,16.01,3.53,1.46
2022-03-25,27.08,3.74,1.2
2022-03-28,23.68,3.19,1.08
2022-03-29,23.24,2.56,1.59
2022-03-30,24.59,2.75,0.8
2022-03-31,23.32,3.21,1.0
2022-04-01,24.37,3.33,1.47
2022-04-04,21.02,3.84,1.18
2022-04-05,21.58,3.84,1.44
2022-04-06,27.45,3.21,0.59
2022-04-07,25.0,3.32,1.76
2022-04-08,21.4,3.74,1.07
2022-04-11,25.79,3.39,1.05
2022-04-12,20.23,3.46,1.31
2022-04-13,21.65,3.11,1.25
2022-04-14,26.52,2.81,1.7
2022-04-15,26.8,3.02,0.89
2022-04-18,20.3,3.66,1.16
2022-04-19,19.34,4.24,0.74
2022-04-20,19.21,2.13,1.28
2022-04-21,22.79,3.48,1.16
2022-04-22,22.36,3.4,0.94
2022-04-25,24.98,2.83,0.86
2022-04-26,21.29,3.97,1.61
2022-04-27,24.7,3.11,1.15
2022-04-28,20.2,3.64,0.87
2022-04-29,13.98,3.18,0.72
2022-05-02,26.72,2.95,1.52
2022-05-03,22.37,3.07,1.01
2022-05-04,16.32,2.73,0.57
2022-05-05,25.56,2.94,1.48
2022-05-06,15.98,4.06,1.27
2022-05-09,19.42,3.49,1.33
2022-05-10,19.99,3.08,1.25
2022-05-11,27.48,3.64,1.36
2022-05-12,13.13,4.34,1.15
2022-05-13,19.85,2.81,1.43
2022-05-16,21.63,3.05,0.85
2022-05-17,27.89,3.86,1.45
2022-05-18,22.08,3.23,1.31
2022-05-19,21.9,3.22,1.36
2022-05-20,20.85,4.35,1.35
2022-05-23,14.0,2.62,0.97
2022-05-24,25.48,3.17,1.49
2022-05-25,23.24,3.37,1.08
2022-05-26,24.97,2.85,1.02
2022-05-27,18.42,2.44,1.13
2022-05-30,25.1,3.21,1.0
2022-05-31,17.51,2.64,1.04
2022-06-01,24.62,3.18,0.79
2022-06-02,26.65,2.71,0.92
2022-06-03,25.73,2.83,1.36
2022-06-06,28.02,3.57,1.35
2022-06-07,27.72,2.75,1.41
2022-06-08,20.01,3.71,1.26
2022-06-09,23.14,3.56,1.66
2022-06-10,27.73,2.94,0.74
2022-06-13,27.12,4.18,1.43
2022-06-14,21.86,2.56,1.12
2022-06-15,12.4,2.89,0.91
2022-06-16,21.93,3.4,1.26
2022-06-17,26.3,2.97,1.76
2022-06-20,16.84,2.4,0.59
2022-06-21,22.44,3.93,0.91
2022-06-22,24.05,3.93,1.58
2022-06-23,20.0,2.68,1.21
2022-06-24,19.52,3.27,1.06
2022-06-27,17.12,2.16,1.54
2022-06-28,13.62,3.59,1.12
2022-06-29,24.12,3.52,1.07
2022-06-30,20.63,3.62,1.6
2022-07-01,20.22,3.5,1.7
2022-07-04,26.86,3.63,1.02
2022-07-05,28.16,3.04,1.79
2022-07-06,20.56,2.42,1.23
2022-07-07,24.38,2.71,1.5
2022-07-08,28.17,3.03,1.18
2022-07-11,14.33,3.03,0.98
2022-07-12,20.92,3.09,1.09
2022-07-13,25.38,3.77,0.95
2022-07-14,28.12,2.18,1.53
2022-07-15,16.31,2.67,0.93
2022-07-18,29.01,3.72,1.48
2022-07-19,17.54,2.99,1.17
2022-07-20,23.52,2.23,0.9
2022-07-21,20.72,2.91,0.94
2022-07-22,27.19,3.83,1.13
2022-07-25,24.18,2.86,1.23
2022-07-26,17.36,4.28,2.02
2022-07-27,17.34,3.82,1.1
2022-07-28,25.4,3.53,1.3
2022-07-29,28.13,3.45,1.44
2022-08-01,16.54,2.63,0.96
2022-08-02,20.88,3.94,1.65
2022-08-03,29.99,3.39,0.89
2022-08-04,25.55,3.46,0.95
2022-08-05,22.26,3.24,1.12
2022-08-08,26.36,2.66,0.9
2022-08-09,27.61,3.7,1.54
2022-08-10,20.3,4.02,1.03
2022-08-11,27.07,2.47,1.26
2022-08-12,27.69,3.42,0.86
2022-08-15,15.49,3.91,1.01
2022-08-16,26.66,2.89,0.93
2022-08-17,16.48,2.55,0.82
2022-08-18,19.79,4.0,1.15
2022-08-19,19.85,4.03,1.61
2022-08-22,29.71,2.99,1.26
2022-08-23,18.18,2.39,1.07
2022-08-24,18.62,2.69,0.88
2022-08-25,17.52,3.39,1.13
2022-08-26,24.19,2.72,1.48
2022-08-29,21.72,3.33,1.18
2022-08-30,27.4,2.26,0.89
2022-08-31,23.38,2.84,1.32
2022-09-01,30.82,2.46,1.01
2022-09-02,27.01,3.67,0.98
2022-09-05,24.26,3.92,1.09
2022-09-06,25.54,2.61,0.99
2022-09-07,21.57,4.12,1.46
2022-09-08,23.65,3.89,1.11
2022-09-09,17.67,3.24,1.51
2022-09-12,20.76,2.28,0.96
2022-09-13,20.94,3.67,1.31
2022-09-14,18.94,3.12,1.39
2022-09-15,20.78,3.15,0.82
2022-09-16,12.94,3.73,1.7
2022-09-19,23.72,3.73,0.66
2022-09-20,23.14,4.44,1.13
2022-09-21,24.97,5.03,0.98
2022-09-22,30.72,2.86,0.78
2022-09-23,16.38,2.04,1.32
2022-09-26,20.04,3.27,1.62
2022-09-27,22.66,2.42,1.53
2022-09-28,26.7,3.81,1.64
2022-09-29,30.2,3.4,1.54
2022-09-30,23.99,3.41,1.22
2022-10-03,27.94,3.87,1.04
2022-10-04,25.68,4.04,1.23
2022-10-05,29.56,2.42,1.52
2022-10-06,19.3,3.4,1.29
2022-10-07,29.37,2.44,0.71
2022-10-10,23.15,2.59,1.51
2022-10-11,12.0,3.09,1.22
2022-10-12,19.45,4.16,1.2
2022-10-13,22.28,2.8,1.54
2022-10-14,22.62,2.89,1.53
2022-10-17,25.44,3.38,0.98
2022-10-18,15.25,3.35,1.09
2022-10-19,32.24,2.58,1.98
2022-10-20,24.13,3.8,1.18
2022-10-21,24.87,3.5,0.77
2022-10-24,25.41,2.58,1.78
2022-10-25,24.76,3.45,0.82
2022-10-26,25.34,2.95,1.11
2022-10-27,32.05,3.05,1.25
2022-10-28,19.84,3.3,1.26
2022-10-31,27.39,4.09,1.22
2022-11-01,15.03,2.19,1.42
2022-11-02,23.6,3.28,1.48
2022-11-03,27.5,3.89,1.3
2022-11-04,27.78,3.94,1.62
2022-11-07,27.82,3.85,1.02
2022-11-08,19.39,3.4,1.43
2022-11-09,13.66,2.57,1.26
2022-11-10,31.64,3.19,1.3
2022-11-11,12.53,2.82,1.23
2022-11-14,19.08,2.19,0.41
2022-11-15,17.15,3.63,1.63
2022-11-16,31.78,3.02,1.36
2022-11-17,24.17,3.02,1.24
2022-11-18,20.52,3.63,0.91
2022-11-21,18.06,2.81,1.12
2022-11-22,28.35,3.87,1.22
2022-11-23,23.06,3.28,1.26
2022-11-24,27.39,3.34,1.15
2022-11-25,16.86,3.78,1.59
2022-11-28,21.59,3.39,1.63
2022-11-29,16.32,2.75,1.05
2022-11-30,21.23,2.51,1.19
2022-12-01,24.63,2.1,0.28
2022-12-02,25.62,3.53,1.0
2022-12-05,20.53,3.29,1.37
2022-12-06,25.4,2.61,1.51
2022-12-07,20.19,2.19,1.06
2022-12-08,15.29,2.9,1.07
2022-12-09,27.69,2.55,1.08
2022-12-12,20.2,3.57,0.97
2022-12-13,24.57,4.35,1.28
2022-12-14,17.5,3.32,1.6
2022-12-15,18.13,2.48,1.11
2022-12-16,19.72,2.55,0.68
2022-12-19,25.19,2.56,1.4
2022-12-20,20.45,3.86,1.08
2022-12-21,24.91,3.43,1.17
2022-12-22,19.43,3.28,1.6
2022-12-23,25.54,4.13,1.13
2022-12-26,17.0,2.87,1.61
2022-12-27,26.82,2.51,1.04
2022-12-28,25.3,3.11,0.89
2022-12-29,23.02,2.91,1.16
2022-12-30,19.54,2.04,1.13
2023-01-02,28.21,2.3,1.6
2023-01-03,19.35,2.73,0.7
2023-01-04,25.31,3.75,1.63
2023-01-05,17.43,3.26,1.17
2023-01-06,14.36,3.47,1.07
2023-01-09,31.52,3.25,1.5
2023-01-10,21.9,3.81,1.37
2023-01-11,22.26,3.63,0.99
2023-01-12,22.88,2.67,0.83
2023-01-13,22.4,4.53,1.12
2023-01-16,15.75,2.46,0.75
2023-01-17,27.14,4.19,1.37
2023-01-18,22.91,2.97,1.36
2023-01-19,17.84,3.62,1.43
2023-01-20,31.21,2.57,1.52
2023-01-23,22.62,4.17,1.0
2023-01-24,17.52,2.57,1.48
2023-01-25,31.08,4.22,1.54
2023-01-26,16.67,3.47,1.36
2023-01-27,21.46,3.5,1.38
2023-01-30,22.03,3.33,1.65
2023-01-31,16.35,4.06,0.74
2023-02-01,22.3,3.47,1.55
2023-02-02,23.63,3.08,1.47
2023-02-03,21.89,3.41,1.08
2023-02-06,21.22,2.73,1.19
2023-02-07,17.47,3.1,1.21
2023-02-08,24.64,3.83,1.0
2023-02-09,27.83,2.8,1.43
2023-02-10,24.1,2.51,1.05
2023-02-13,24.32,3.03,0.93
2023-02-14,24.38,2.67,0.89
2023-02-15,23.93,3.24,1.15
2023-02-16,22.95,2.17,1.06
2023-02-17,16.93,3.06,0.74
2023-02-20,24.03,2.96,1.19
2023-02-21,24.84,2.77,2.02
2023-02-22,23.56,3.02,1.4
2023-02-23,17.03,3.13,1.27
2023-02-24,26.41,3.55,0.72
2023-02-27,22.54,3.59,1.17
2023-02-28,18.6,3.41,1.2
2023-03-01,23.41,2.81,1.44
2023-03-02,29.32,2.37,1.28
2023-03-03,26.92,3.07,1.1
2023-03-06,25.11,3.65,1.21
2023-03-07,22.99,2.63,1.36
2023-03-08,21.99,3.48,1.24
2023-03-09,25.07,2.59,1.14
2023-03-10,21.58,4.27,1.18
2023-03-13,18.66,2.57,1.38
2023-03-14,26.85,3.02,0.94
2023-03-15,21.33,2.75,1.14
2023-03-16,16.79,3.09,1.06
2023-03-17,24.97,2.79,0.88
2023-03-20,22.07,2.79,1.36
2023-03-21,22.11,3.06,1.13
2023-03-22,26.98,4.03,0.79
2023-03-23,18.97,4.33,0.97
2023-03-24,17.16,2.16,0.67
2023-03-27,20.24,3.28,1.77
2023-03-28,15.73,3.31,1.28
2023-03-29,18.75,3.24,1.31
2023-03-30,29.97,3.25,1.2
2023-03-31,25.33,2.36,1.74
2023-04-03,28.41,3.83,1.13
2023-04-04,23.07,3.12,0.88
2023-04-05,17.91,3.65,1.52
2023-04-06,27.2,3.04,1.4
2023-04-07,15.53,3.03,0.91
2023-04-10,21.44,2.46,1.4
2023-04-11,26.8,2.61,0.7
2023-04-12,18.51,3.28,1.17
2023-04-13,20.64,1.95,1.18
2023-04-14,28.51,4.3,1.31
2023-04-17,24.21,3.54,1.3
2023-04-18,19.97,3.22,1.26
2023-04-19,20.61,1.51,1.32
2023-04-20,22.25,1.5,1.16
2023-04-21,16.78,3.0,1.39
2023-04-24,19.11,3.17,1.62
2023-04-25,23.5,3.8,1.63
2023-04-26,22.95,3.93,1.05
2023-04-27,19.57,3.24,0.94
2023-04-28,23.63,3.17,1.05
2023-05-01,12.73,3.9,1.04
2023-05-02,14.41,2.07,1.16
2023-05-03,24.02,3.15,1.1
2023-05-04,22.41,2.83,0.92
2023-05-05,22.3,3.76,1.14
2023-05-08,24.57,3.21,1.26
2023-05-09,24.22,2.93,1.42
2023-05-10,24.47,3.22,0.67
2023-05-11,25.82,3.65,1.16
2023-05-12,28.5,3.25,1.22
2023-05-15,22.88,3.49,1.49
2023-05-16,17.47,2.61,1.45
2023-05-17,22.16,3.32,1.25
2023-05-18,23.04,3.55,1.63
2023-05-19,27.12,3.81,1.42
2023-05-22,24.65,3.16,1.61
2023-05-23,28.87,2.72,1.49
2023-05-24,22.85,3.04,0.89
2023-05-25,12.0,3.19,1.28
2023-05-26,23.65,3.44,1.03
2023-05-29,27.25,4.07,1.06
2023-05-30,26.8,2.39,0.9
2023-05-31,24.32,2.61,1.28
2023-06-01,28.99,2.7,1.44
2023-06-02,18.71,2.92,0.8
2023-06-05,18.69,3.01,1.42
2023-06-06,20.64,3.98,1.25
2023-06-07,16.37,2.5,1.21
2023-06-08,18.5,3.76,0.91
2023-06-09,24.03,3.12,0.98
2023-06-12,21.43,3.09,1.46
2023-06-13,30.15,2.99,1.44
2023-06-14,20.91,3.58,1.3
2023-06-15,16.43,2.21,1.16
2023-06-16,29.17,3.27,1.41
2023-06-19,33.7,3.42,1.19
2023-06-20,22.76,4.21,1.26
2023-06-21,20.85,3.3,0.9
2023-06-22,17.1,4.19,0.97
2023-06-23,20.17,2.88,0.29
2023-06-26,21.51,3.28,1.01
2023-06-27,14.67,3.04,1.41
2023-06-28,27.02,4.17,1.55
2023-06-29,20.13,3.44,0.91
2023-06-30,21.54,3.38,0.83
2023-07-03,19.13,2.8,1.38
2023-07-04,29.9,3.07,1.04
2023-07-05,18.66,4.71,0.62
2023-07-06,20.79,3.94,0.68
2023-07-07,25.09,3.89,1.05
2023-07-10,19.46,2.52,1.35
2023-07-11,25.13,3.04,1.06
2023-07-12,21.62,2.31,0.84
2023-07-13,20.93,3.6,1.4
2023-07-14,25.87,2.93,1.47
2023-07-17,27.27,3.27,0.71
2023-07-18,23.07,2.23,1.14
2023-07-19,21.27,2.8,0.9
2023-07-20,23.26,3.04,0.88
2023-07-21,19.21,2.35,1.14
2023-07-24,21.74,3.36,1.07
2023-07-25,27.48,2.95,1.41
2023-07-26,14.14,2.27,0.81
2023-07-27,26.01,2.73,1.24
2023-07-28,30.08,2.9,1.52
2023-07-31,20.15,4.15,0.75
2023-08-01,26.63,3.67,1.08
2023-08-02,23.68,4.09,1.55
2023-08-03,22.0,2.78,1.43
2023-08-04,27.12,3.53,1.23
2023-08-07,25.99,2.89,0.89
2023-08-08,21.51,4.42,1.53
2023-08-09,18.53,4.42,1.73
2023-08-10,17.38,3.75,1.13
2023-08-11,25.71,2.02,1.08
2023-08-14,18.35,3.77,1.21
2023-08-15,26.77,4.32,1.02
2023-08-16,23.33,2.92,1.04
2023-08-17,22.94,3.39,1.85
2023-08-18,22.86,1.64,1.12
2023-08-21,19.52,2.91,1.08
2023-08-22,24.93,2.85,1.12
2023-08-23,17.53,2.83,1.39
2023-08-24,22.99,2.1,1.47
2023-08-25,21.01,3.57,1.5
2023-08-28,24.2,3.05,0.76
2023-08-29,22.59,2.97,0.92
2023-08-30,25.73,2.41,1.45
2023-08-31,30.38,3.89,1.9
2023-09-01,16.81,4.33,1.34
2023-09-04,24.52,1.99,1.07
2023-09-05,25.92,2.85,1.37
2023-09-06,18.96,3.81,1.11
2023-09-07,25.92,2.43,1.05
2023-09-08,30.29,2.97,0.75
2023-09-11,21.11,2.3,1.5
2023-09-12,17.32,3.35,1.13
2023-09-13,21.38,2.79,1.25
2023-09-14,23.07,3.19,0.66
2023-09-15,22.97,2.54,0.54
2023-09-18,22.22,3.58,1.34
2023-09-19,21.48,4.03,0.7
2023-09-20,21.14,2.55,0.96
2023-09-21,14.41,3.32,0.66
2023-09-22,20.89,3.27,1.39
2023-09-25,25.52,2.46,1.16
2023-09-26,25.14,3.43,1.12
2023-09-27,23.06,2.8,1.66
2023-09-28,15.95,2.72,0.81
2023-09-29,29.33,3.63,1.14
2023-10-02,27.02,3.15,0.95
2023-10-03,26.02,2.77,1.58
2023-10-04,22.37,4.16,1.63
2023-10-05,22.44,2.62,1.31
2023-10-06,17.94,3.7,1.3
2023-10-09,25.92,3.35,1.03
2023-10-10,22.19,2.83,0.61
2023-10-11,19.71,3.95,1.4
2023-10-12,25.62,3.72,1.38
2023-10-13,21.72,2.81,1.29
2023-10-16,29.94,3.51,1.33
2023-10-17,22.88,4.01,0.9
2023-10-18,18.23,2.87,1.57
2023-10-19,27.58,3.85,0.85
2023-10-20,25.37,3.34,0.99
2023-10-23,27.54,3.59,1.25
2023-10-24,26.49,3.31,1.4
2023-10-25,22.26,3.33,1.31
2023-10-26,20.97,2.83,1.42
2023-10-27,27.33,3.09,1.29
2023-10-30,20.23,3.28,1.77
2023-10-31,24.71,4.08,1.46
2023-11-01,29.13,2.92,0.72
2023-11-02,16.09,3.29,1.01
2023-11-03,20.48,3.08,0.98
2023-11-06,23.02,2.5,1.2
2023-11-07,19.44,2.98,1.43
2023-11-08,18.1,3.06,1.5
2023-11-09,23.77,3.57,1.36
2023-11-10,23.99,3.1,0.91
2023-11-13,23.91,3.18,1.31
2023-11-14,24.89,3.65,0.51
2023-11-15,19.54,3.82,1.74
2023-11-16,20.13,2.41,0.37
2023-11-17,20.86,4.08,1.37
2023-11-20,18.15,2.28,0.55
2023-11-21,12.1,3.71,1.33
2023-11-22,23.23,3.11,0.86
2023-11-23,22.7,3.07,1.39
2023-11-24,22.91,4.72,0.85
2023-11-27,20.76,3.04,1.2
2023-11-28,23.72,2.66,1.52
2023-11-29,20.16,2.4,1.63
2023-11-30,24.39,3.48,1.56
2023-12-01,18.27,3.36,1.08
2023-12-04,26.95,3.16,1.25
2023-12-05,19.87,2.36,0.95
2023-12-06,18.52,3.1,1.41
2023-12-07,27.23,3.1,1.14
2023-12-08,18.16,2.29,1.05
2023-12-11,20.47,2.93,1.24
2023-12-12,16.86,2.48,1.54
2023-12-13,20.24,2.62,1.05
2023-12-14,29.26,2.5,1.08
2023-12-15,19.4,2.59,1.02
2023-12-18,19.88,2.16,0.9
2023-12-19,23.1,3.67,1.5
2023-12-20,19.06,3.21,1.5
2023-12-21,18.16,2.36,1.03
2023-12-22,17.63,2.49,1.41
2023-12-25,22.92,3.11,1.56
2023-12-26,25.38,3.08,1.7
2023-12-27,26.49,2.02,1.16
2023-12-28,28.25,3.37,1.64
2023-12-29,18.77,2.41,0.86
2024-01-01,27.66,3.38,1.19
2024-01-02,23.87,3.31,0.79
2024-01-03,24.55,2.03,0.94
2024-01-04,22.57,3.01,0.98
2024-01-05,21.86,2.99,1.12
2024-01-08,32.42,3.19,1.5
2024-01-09,25.49,3.06,2.09
2024-01-10,18.07,3.12,0.92
2024-01-11,26.43,2.39,1.27
2024-01-12,26.11,1.87,1.56
2024-01-15,26.52,3.29,1.44
2024-01-16,23.74,3.25,1.38
2024-01-17,17.46,3.8,1.53
2024-01-18,26.52,2.67,1.54
2024-01-19,25.92,3.45,1.41
2024-01-22,27.72,3.1,1.42
2024-01-23,31.91,3.69,1.19
2024-01-24,26.35,4.02,1.01
2024-01-25,25.17,3.61,0.99
2024-01-26,17.93,3.53,0.92
2024-01-29,26.78,3.48,1.33
2024-01-30,20.8,3.88,1.14
2024-01-31,23.63,2.8,1.27
2024-02-01,21.06,2.27,1.01
2024-02-02,26.18,2.43,1.21
2024-02-05,25.11,3.84,0.92
2024-02-06,19.83,2.39,0.93
2024-02-07,18.19,4.53,0.85
2024-02-08,18.8,2.75,1.82
2024-02-09,24.46,3.48,1.24
2024-02-12,24.09,3.54,0.79
2024-02-13,18.91,2.19,1.15
2024-02-14,23.56,2.59,0.92
2024-02-15,22.86,2.28,1.23
2024-02-16,23.41,3.64,1.4
2024-02-19,21.69,2.87,1.39
2024-02-20,23.77,4.13,0.67
2024-02-21,24.16,3.07,0.98
2024-02-22,24.54,3.55,0.89
2024-02-23,24.68,3.35,1.6
2024-02-26,23.76,3.2,1.28
2024-02-27,30.38,2.31,1.53
2024-02-28,24.11,4.21,1.2
2024-02-29,28.91,3.2,1.5
2024-03-01,32.93,2.33,1.88
2024-03-04,23.83,3.7,1.58
2024-03-05,22.07,3.59,0.33
2024-03-06,30.24,2.86,1.06
2024-03-07,27.21,4.45,1.3
2024-03-08,30.35,2.7,1.5
2024-03-11,17.97,3.21,1.08
2024-03-12,20.87,3.82,1.22
2024-03-13,19.6,3.09,0.73
2024-03-14,20.25,3.78,1.65
2024-03-15,27.02,3.12,1.23
2024-03-18,22.54,2.75,2.07
2024-03-19,22.39,3.02,1.3
2024-03-20,24.09,2.43,0.71
2024-03-21,19.84,2.6,1.17
2024-03-22,24.4,3.23,1.12
2024-03-25,12.1,2.92,1.02
2024-03-26,26.3,4.01,1.26
2024-03-27,18.45,2.93,0.98
2024-03-28,17.15,3.54,1.45
2024-03-29,26.5,2.21,1.55
2024-04-01,20.97,3.24,1.26
2024-04-02,27.69,2.48,1.7
2024-04-03,21.47,2.58,0.67
2024-04-04,28.14,3.8,1.41
2024-04-05,17.12,2.85,1.8
2024-04-08,18.53,3.66,1.17
2024-04-09,33.0,3.62,1.33
2024-04-10,21.35,3.51,1.2
2024-04-11,22.86,3.55,1.38
2024-04-12,20.95,3.75,1.22
2024-04-15,21.09,4.52,1.53
2024-04-16,31.04,3.14,1.65
2024-04-17,27.45,3.64,0.61
2024-04-18,28.61,3.64,1.08
2024-04-19,19.94,3.11,1.24
2024-04-22,23.68,3.15,1.36
2024-04-23,25.05,2.57,1.68
2024-04-24,24.74,2.58,1.23
2024-04-25,29.21,3.82,1.17
2024-04-26,23.96,3.53,1.03
2024-04-29,24.84,3.15,1.04
2024-04-30,24.67,2.32,0.54
2024-05-01,27.43,2.49,1.8
2024-05-02,25.67,4.46,0.81
2024-05-03,16.72,3.08,1.17
2024-05-06,21.9,2.67,1.38
2024-05-07,22.45,2.39,1.17
2024-05-08,17.23,3.17,1.28
2024-05-09,16.44,3.22,0.77
2024-05-10,22.08,3.82,1.25
2024-05-13,17.57,3.25,1.0
2024-05-14,31.7,2.87,1.36
2024-05-15,20.13,4.06,1.18
2024-05-16,22.6,3.17,1.5
2024-05-17,31.46,2.94,1.18
2024-05-20,25.35,2.81,1.02
2024-05-21,24.4,3.49,1.27
2024-05-22,24.81,4.13,1.23
2024-05-23,16.46,2.72,1.31
2024-05-24,22.93,3.95,0.67
2024-05-27,22.13,2.66,1.45
2024-05-28,18.02,2.48,1.03
2024-05-29,26.4,3.74,1.92
2024-05-30,17.98,3.42,1.19
2024-05-31,21.99,2.43,1.48
2024-06-03,20.34,3.14,1.28
2024-06-04,21.81,3.06,1.44
2024-06-05,16.78,2.81,0.74
2024-06-06,16.87,3.53,1.62
2024-06-07,18.8,3.7,1.24
2024-06-10,26.88,3.0,1.93
2024-06-11,30.29,3.22,1.38
2024-06-12,23.1,3.76,1.39
2024-06-13,19.51,2.87,1.21
2024-06-14,22.31,4.14,1.15
2024-06-17,23.84,2.68,1.24
2024-06-18,22.26,3.0,1.29
2024-06-19,19.77,3.9,0.81
2024-06-20,28.07,3.44,1.02
2024-06-21,20.95,2.85,1.39
2024-06-24,21.56,3.15,1.35
2024-06-25,22.88,2.84,0.93
2024-06-26,16.37,3.68,1.14
2024-06-27,19.2,3.34,0.84
2024-06-28,26.05,2.91,1.32
2024-07-01,23.77,3.54,1.51
2024-07-02,16.32,3.24,1.62
2024-07-03,12.0,2.42,1.23
2024-07-04,27.7,3.71,1.22
2024-07-05,14.66,3.15,1.66
2024-07-08,23.8,3.52,1.24
2024-07-09,24.28,3.33,0.99
2024-07-10,25.26,3.69,0.94
2024-07-11,24.15,2.7,0.83
